match_id,match_name,team_id,team_name,is_home,player_id,player_name,goals_scored,minutes_played
15,"Look Ma, No Hands vs Marauders",5,Marauders,False,64,Brittany Hawkins,0,71
1013,The Strongest Football Club vs Lost,13,Lost,False,172,Brittney Murphy,1,82
517,Marauders vs We Like Puppies,5,Marauders,True,164,Jane Dixon,1,56
58,Marauders vs 11 Men In Flight,8,11 Men In Flight,False,167,Scott Callahan,0,53
716,3 Left Feet vs Fat Married People,16,Fat Married People,False,195,Charles Wilson,0,68
13,"Look Ma, No Hands vs Sons Of Chuck Norris",1,"Look Ma, No Hands",True,120,Courtney Thompson,0,78
1718,We Like Puppies vs Aliens,17,We Like Puppies,True,36,John Cruz,0,53
810,11 Men In Flight vs The Strongest Football Club,8,11 Men In Flight,True,167,Scott Callahan,0,71
1115,Meanies vs Kicking You,15,Kicking You,False,14,Michelle Ward,0,76
46,Benchwarmers vs Miscellaneous,6,Miscellaneous,False,205,Mark Nielsen,0,63
610,Miscellaneous vs The Strongest Football Club,6,Miscellaneous,True,45,Samuel Turner,1,62
210,Formerly In Shape Stars vs The Strongest Football Club,2,Formerly In Shape Stars,True,81,Alicia Rich DDS,0,83
419,Benchwarmers vs Nagoya Grampus Eight,4,Benchwarmers,True,203,Destiny Thomas,0,48
17,"Look Ma, No Hands vs 3 Left Feet",1,"Look Ma, No Hands",True,140,Taylor Jones,0,86
814,11 Men In Flight vs Cape Coast Mysterious Dwarves,8,11 Men In Flight,True,107,Ashley Mckinney,0,58
115,"Look Ma, No Hands vs Kicking You",15,Kicking You,False,214,Steve Robbins,1,79
47,Benchwarmers vs 3 Left Feet,7,3 Left Feet,False,186,Jordan Hicks,0,84
1015,The Strongest Football Club vs Kicking You,15,Kicking You,False,194,Michael Hopkins,0,89
310,Sons Of Chuck Norris vs The Strongest Football Club,10,The Strongest Football Club,False,9,Randy Johnson,0,67
47,Benchwarmers vs 3 Left Feet,7,3 Left Feet,False,26,Darrell Richards,0,56
1218,Killer Giants vs Aliens,12,Killer Giants,True,91,James Kim,0,46
68,Miscellaneous vs 11 Men In Flight,6,Miscellaneous,True,185,Amy Valencia,0,50
413,Benchwarmers vs Lost,4,Benchwarmers,True,143,Jennifer Anderson,0,81
113,"Look Ma, No Hands vs Lost",13,Lost,False,92,Hunter Howell,0,69
817,11 Men In Flight vs We Like Puppies,17,We Like Puppies,False,96,Rebecca Rodriguez,0,86
317,Sons Of Chuck Norris vs We Like Puppies,3,Sons Of Chuck Norris,True,22,Kristina Strong,1,65
1319,Lost vs Nagoya Grampus Eight,13,Lost,True,112,Sherri Carlson,1,83
1519,Kicking You vs Nagoya Grampus Eight,15,Kicking You,True,34,Jody Golden,0,59
79,3 Left Feet vs Easily Nauseous,9,Easily Nauseous,False,108,Vanessa Holder,1,76
910,Easily Nauseous vs The Strongest Football Club,10,The Strongest Football Club,False,189,Brianna Hopkins,0,81
28,Formerly In Shape Stars vs 11 Men In Flight,8,11 Men In Flight,False,27,Benjamin Cuevas,1,72
1118,Meanies vs Aliens,11,Meanies,True,170,Thomas Black,0,73
420,Benchwarmers vs Two Left Feet,20,Two Left Feet,False,39,Valerie Gonzalez,2,59
813,11 Men In Flight vs Lost,8,11 Men In Flight,True,147,Brian Pacheco,0,70
518,Marauders vs Aliens,5,Marauders,True,24,Summer Decker,3,59
28,Formerly In Shape Stars vs 11 Men In Flight,2,Formerly In Shape Stars,True,61,Lauren Anderson,3,86
712,3 Left Feet vs Killer Giants,12,Killer Giants,False,211,Jacob White,2,54
613,Miscellaneous vs Lost,13,Lost,False,72,Dr. Robert Harper,0,61
1520,Kicking You vs Two Left Feet,20,Two Left Feet,False,59,Ashley Jones,0,66
310,Sons Of Chuck Norris vs The Strongest Football Club,10,The Strongest Football Club,False,169,Ryan Jacobs,1,47
614,Miscellaneous vs Cape Coast Mysterious Dwarves,6,Miscellaneous,True,25,Heather Mills,1,63
112,"Look Ma, No Hands vs Killer Giants",1,"Look Ma, No Hands",True,200,Christine Bennett,0,68
25,Formerly In Shape Stars vs Marauders,5,Marauders,False,124,Jeremy Moreno,1,73
1418,Cape Coast Mysterious Dwarves vs Aliens,14,Cape Coast Mysterious Dwarves,True,73,Kelly Lopez,1,46
1013,The Strongest Football Club vs Lost,13,Lost,False,152,Michael Wise,1,63
1318,Lost vs Aliens,18,Aliens,False,37,Brenda Johnson,0,55
28,Formerly In Shape Stars vs 11 Men In Flight,8,11 Men In Flight,False,107,Ashley Mckinney,0,67
45,Benchwarmers vs Marauders,5,Marauders,False,144,Michael Blevins,0,58
217,Formerly In Shape Stars vs We Like Puppies,17,We Like Puppies,False,136,Melanie Daniels,1,65
47,Benchwarmers vs 3 Left Feet,7,3 Left Feet,False,106,Mike Murray,0,69
917,Easily Nauseous vs We Like Puppies,9,Easily Nauseous,True,188,Gerald Owens,0,77
511,Marauders vs Meanies,5,Marauders,True,104,Stanley Werner,0,60
29,Formerly In Shape Stars vs Easily Nauseous,2,Formerly In Shape Stars,True,141,Andrew Bailey,2,76
915,Easily Nauseous vs Kicking You,15,Kicking You,False,154,Gloria Allison,1,82
817,11 Men In Flight vs We Like Puppies,17,We Like Puppies,False,176,David Johnson,0,62
116,"Look Ma, No Hands vs Fat Married People",1,"Look Ma, No Hands",True,120,Courtney Thompson,1,83
1220,Killer Giants vs Two Left Feet,12,Killer Giants,True,111,Logan Watts,0,63
218,Formerly In Shape Stars vs Aliens,18,Aliens,False,77,Monica Watson,1,73
318,Sons Of Chuck Norris vs Aliens,3,Sons Of Chuck Norris,True,62,Sandra Chen,1,81
1214,Killer Giants vs Cape Coast Mysterious Dwarves,14,Cape Coast Mysterious Dwarves,False,113,Kim Vargas,0,52
38,Sons Of Chuck Norris vs 11 Men In Flight,8,11 Men In Flight,False,47,Christopher Gates Jr.,0,52
919,Easily Nauseous vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,118,John Taylor,3,50
514,Marauders vs Cape Coast Mysterious Dwarves,14,Cape Coast Mysterious Dwarves,False,113,Kim Vargas,0,68
918,Easily Nauseous vs Aliens,18,Aliens,False,217,Kathy Lucas,0,59
17,"Look Ma, No Hands vs 3 Left Feet",1,"Look Ma, No Hands",True,200,Christine Bennett,0,88
515,Marauders vs Kicking You,15,Kicking You,False,134,Amanda Walters,0,69
810,11 Men In Flight vs The Strongest Football Club,10,The Strongest Football Club,False,209,David Yates,3,51
718,3 Left Feet vs Aliens,18,Aliens,False,177,Jennifer Velazquez,2,80
37,Sons Of Chuck Norris vs 3 Left Feet,3,Sons Of Chuck Norris,True,102,Tanya Gilbert,1,51
27,Formerly In Shape Stars vs 3 Left Feet,7,3 Left Feet,False,206,James Garcia,0,88
317,Sons Of Chuck Norris vs We Like Puppies,3,Sons Of Chuck Norris,True,82,Kevin Jackson DDS,1,46
1116,Meanies vs Fat Married People,11,Meanies,True,10,Christine Cole,0,75
311,Sons Of Chuck Norris vs Meanies,11,Meanies,False,210,Matthew Jones,0,86
1112,Meanies vs Killer Giants,11,Meanies,True,70,Jeff Martinez,0,71
18,"Look Ma, No Hands vs 11 Men In Flight",1,"Look Ma, No Hands",True,140,Taylor Jones,0,55
315,Sons Of Chuck Norris vs Kicking You,3,Sons Of Chuck Norris,True,162,Aaron Figueroa,0,56
35,Sons Of Chuck Norris vs Marauders,5,Marauders,False,144,Michael Blevins,3,64
718,3 Left Feet vs Aliens,7,3 Left Feet,True,206,James Garcia,0,84
1119,Meanies vs Nagoya Grampus Eight,11,Meanies,True,210,Matthew Jones,0,51
1317,Lost vs We Like Puppies,17,We Like Puppies,False,16,Michelle Contreras,0,77
616,Miscellaneous vs Fat Married People,6,Miscellaneous,True,205,Mark Nielsen,1,87
718,3 Left Feet vs Aliens,18,Aliens,False,37,Brenda Johnson,0,62
719,3 Left Feet vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,98,David Hughes,0,85
116,"Look Ma, No Hands vs Fat Married People",1,"Look Ma, No Hands",True,80,Melissa Harvey,0,79
219,Formerly In Shape Stars vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,78,Andrew Johnson,2,81
1819,Aliens vs Nagoya Grampus Eight,18,Aliens,True,217,Kathy Lucas,0,81
46,Benchwarmers vs Miscellaneous,4,Benchwarmers,True,163,Jamie Lee,0,90
416,Benchwarmers vs Fat Married People,4,Benchwarmers,True,63,Mr. Michael Kelly,0,76
1217,Killer Giants vs We Like Puppies,12,Killer Giants,True,211,Jacob White,3,48
318,Sons Of Chuck Norris vs Aliens,3,Sons Of Chuck Norris,True,182,Kristina Hall,0,80
1217,Killer Giants vs We Like Puppies,17,We Like Puppies,False,216,Julia Sparks DDS,0,55
27,Formerly In Shape Stars vs 3 Left Feet,2,Formerly In Shape Stars,True,81,Alicia Rich DDS,0,57
1518,Kicking You vs Aliens,18,Aliens,False,137,Dan Brown,0,49
419,Benchwarmers vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,138,Miss Tiffany Foley DDS,0,57
717,3 Left Feet vs We Like Puppies,7,3 Left Feet,True,146,Lisa Jones,0,71
216,Formerly In Shape Stars vs Fat Married People,2,Formerly In Shape Stars,True,61,Lauren Anderson,0,50
27,Formerly In Shape Stars vs 3 Left Feet,7,3 Left Feet,False,66,Shannon Baxter,1,82
616,Miscellaneous vs Fat Married People,6,Miscellaneous,True,5,Bill Pierce,1,66
819,11 Men In Flight vs Nagoya Grampus Eight,8,11 Men In Flight,True,187,Evan Lopez,0,50
815,11 Men In Flight vs Kicking You,15,Kicking You,False,174,Andrew Cox,1,73
613,Miscellaneous vs Lost,13,Lost,False,212,James Lee,0,46
78,3 Left Feet vs 11 Men In Flight,8,11 Men In Flight,False,47,Christopher Gates Jr.,2,74
413,Benchwarmers vs Lost,13,Lost,False,152,Michael Wise,0,81
612,Miscellaneous vs Killer Giants,6,Miscellaneous,True,205,Mark Nielsen,1,82
1417,Cape Coast Mysterious Dwarves vs We Like Puppies,14,Cape Coast Mysterious Dwarves,True,133,Mario Webster,0,59
1417,Cape Coast Mysterious Dwarves vs We Like Puppies,14,Cape Coast Mysterious Dwarves,True,33,Jason Cain,0,78
912,Easily Nauseous vs Killer Giants,9,Easily Nauseous,True,88,Tanya Morris,2,84
114,"Look Ma, No Hands vs Cape Coast Mysterious Dwarves",1,"Look Ma, No Hands",True,60,Amanda Arnold,0,56
35,Sons Of Chuck Norris vs Marauders,5,Marauders,False,44,Donald Welch,0,77
611,Miscellaneous vs Meanies,11,Meanies,False,70,Jeff Martinez,1,52
911,Easily Nauseous vs Meanies,9,Easily Nauseous,True,8,Nathan Lewis,1,82
1012,The Strongest Football Club vs Killer Giants,10,The Strongest Football Club,True,129,Amber Le,3,77
1114,Meanies vs Cape Coast Mysterious Dwarves,14,Cape Coast Mysterious Dwarves,False,113,Kim Vargas,1,48
820,11 Men In Flight vs Two Left Feet,8,11 Men In Flight,True,167,Scott Callahan,0,78
816,11 Men In Flight vs Fat Married People,8,11 Men In Flight,True,127,Chad Ferguson,3,58
1017,The Strongest Football Club vs We Like Puppies,17,We Like Puppies,False,96,Rebecca Rodriguez,2,57
414,Benchwarmers vs Cape Coast Mysterious Dwarves,14,Cape Coast Mysterious Dwarves,False,33,Jason Cain,1,69
619,Miscellaneous vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,138,Miss Tiffany Foley DDS,0,54
714,3 Left Feet vs Cape Coast Mysterious Dwarves,14,Cape Coast Mysterious Dwarves,False,33,Jason Cain,1,80
810,11 Men In Flight vs The Strongest Football Club,8,11 Men In Flight,True,87,Wendy Munoz,2,60
912,Easily Nauseous vs Killer Giants,9,Easily Nauseous,True,68,Ryan Valenzuela,1,83
1011,The Strongest Football Club vs Meanies,10,The Strongest Football Club,True,29,Michael Ruiz,1,53
35,Sons Of Chuck Norris vs Marauders,3,Sons Of Chuck Norris,True,2,Denise Williamson,0,68
1416,Cape Coast Mysterious Dwarves vs Fat Married People,16,Fat Married People,False,35,Deborah Green,0,62
413,Benchwarmers vs Lost,13,Lost,False,112,Sherri Carlson,0,88
1213,Killer Giants vs Lost,12,Killer Giants,True,51,Tammy Evans,2,88
38,Sons Of Chuck Norris vs 11 Men In Flight,3,Sons Of Chuck Norris,True,82,Kevin Jackson DDS,0,77
514,Marauders vs Cape Coast Mysterious Dwarves,5,Marauders,True,144,Michael Blevins,0,70
210,Formerly In Shape Stars vs The Strongest Football Club,10,The Strongest Football Club,False,9,Randy Johnson,0,60
414,Benchwarmers vs Cape Coast Mysterious Dwarves,4,Benchwarmers,True,143,Jennifer Anderson,0,84
1619,Fat Married People vs Nagoya Grampus Eight,16,Fat Married People,True,115,Denise Harris,1,83
18,"Look Ma, No Hands vs 11 Men In Flight",1,"Look Ma, No Hands",True,120,Courtney Thompson,0,79
38,Sons Of Chuck Norris vs 11 Men In Flight,3,Sons Of Chuck Norris,True,62,Sandra Chen,0,79
112,"Look Ma, No Hands vs Killer Giants",1,"Look Ma, No Hands",True,100,Chad Rivera,2,70
719,3 Left Feet vs Nagoya Grampus Eight,7,3 Left Feet,True,166,Cynthia Carpenter,0,87
516,Marauders vs Fat Married People,16,Fat Married People,False,155,Mr. Alexis Murray,0,89
620,Miscellaneous vs Two Left Feet,20,Two Left Feet,False,19,Joanna Perry,0,69
217,Formerly In Shape Stars vs We Like Puppies,2,Formerly In Shape Stars,True,1,Dr. Haley Murphy,0,48
813,11 Men In Flight vs Lost,13,Lost,False,32,Kathleen Cohen,0,82
914,Easily Nauseous vs Cape Coast Mysterious Dwarves,14,Cape Coast Mysterious Dwarves,False,133,Mario Webster,0,53
1119,Meanies vs Nagoya Grampus Eight,11,Meanies,True,170,Thomas Black,1,75
67,Miscellaneous vs 3 Left Feet,7,3 Left Feet,False,6,Nichole Goodwin,2,57
25,Formerly In Shape Stars vs Marauders,5,Marauders,False,64,Brittany Hawkins,0,48
89,11 Men In Flight vs Easily Nauseous,9,Easily Nauseous,False,148,Robert Adams,0,84
315,Sons Of Chuck Norris vs Kicking You,15,Kicking You,False,114,Jared Soto,0,72
111,"Look Ma, No Hands vs Meanies",11,Meanies,False,90,Kristen Costa MD,0,69
720,3 Left Feet vs Two Left Feet,7,3 Left Feet,True,66,Shannon Baxter,1,87
519,Marauders vs Nagoya Grampus Eight,5,Marauders,True,204,Jamie Oconnor,0,74
818,11 Men In Flight vs Aliens,8,11 Men In Flight,True,27,Benjamin Cuevas,2,78
620,Miscellaneous vs Two Left Feet,20,Two Left Feet,False,39,Valerie Gonzalez,0,71
117,"Look Ma, No Hands vs We Like Puppies",17,We Like Puppies,False,36,John Cruz,0,88
24,Formerly In Shape Stars vs Benchwarmers,4,Benchwarmers,False,83,Michael Palmer,0,85
720,3 Left Feet vs Two Left Feet,20,Two Left Feet,False,179,Hailey Cooper,2,80
714,3 Left Feet vs Cape Coast Mysterious Dwarves,7,3 Left Feet,True,206,James Garcia,1,60
34,Sons Of Chuck Norris vs Benchwarmers,3,Sons Of Chuck Norris,True,42,Robert Santana,0,89
113,"Look Ma, No Hands vs Lost",1,"Look Ma, No Hands",True,120,Courtney Thompson,1,52
1416,Cape Coast Mysterious Dwarves vs Fat Married People,16,Fat Married People,False,75,Andrew Thomas,1,62
1319,Lost vs Nagoya Grampus Eight,13,Lost,True,92,Hunter Howell,0,86
56,Marauders vs Miscellaneous,5,Marauders,True,184,Bruce Li,1,87
1118,Meanies vs Aliens,11,Meanies,True,190,Barry Mitchell,1,71
1620,Fat Married People vs Two Left Feet,16,Fat Married People,True,175,Derek Hopkins,0,51
820,11 Men In Flight vs Two Left Feet,20,Two Left Feet,False,19,Joanna Perry,0,58
416,Benchwarmers vs Fat Married People,4,Benchwarmers,True,23,Betty Bailey,0,75
514,Marauders vs Cape Coast Mysterious Dwarves,5,Marauders,True,44,Donald Welch,0,45
1017,The Strongest Football Club vs We Like Puppies,17,We Like Puppies,False,36,John Cruz,0,75
919,Easily Nauseous vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,18,Cindy May,1,84
116,"Look Ma, No Hands vs Fat Married People",1,"Look Ma, No Hands",True,180,Laura Colon,0,86
28,Formerly In Shape Stars vs 11 Men In Flight,8,11 Men In Flight,False,167,Scott Callahan,2,49
1115,Meanies vs Kicking You,11,Meanies,True,10,Christine Cole,2,50
215,Formerly In Shape Stars vs Kicking You,15,Kicking You,False,14,Michelle Ward,0,90
69,Miscellaneous vs Easily Nauseous,9,Easily Nauseous,False,28,Robert Ho,0,84
520,Marauders vs Two Left Feet,5,Marauders,True,4,Timothy Gonzalez,3,53
711,3 Left Feet vs Meanies,11,Meanies,False,190,Barry Mitchell,0,79
1019,The Strongest Football Club vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,178,Steven Glass,1,55
212,Formerly In Shape Stars vs Killer Giants,2,Formerly In Shape Stars,True,81,Alicia Rich DDS,0,76
23,Formerly In Shape Stars vs Sons Of Chuck Norris,3,Sons Of Chuck Norris,False,22,Kristina Strong,1,87
1214,Killer Giants vs Cape Coast Mysterious Dwarves,14,Cape Coast Mysterious Dwarves,False,153,Jared Bass,0,60
23,Formerly In Shape Stars vs Sons Of Chuck Norris,3,Sons Of Chuck Norris,False,62,Sandra Chen,0,78
519,Marauders vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,198,Katelyn Roberts,1,48
810,11 Men In Flight vs The Strongest Football Club,10,The Strongest Football Club,False,69,Latoya Myers,0,77
211,Formerly In Shape Stars vs Meanies,11,Meanies,False,90,Kristen Costa MD,0,82
13,"Look Ma, No Hands vs Sons Of Chuck Norris",1,"Look Ma, No Hands",True,80,Melissa Harvey,0,63
218,Formerly In Shape Stars vs Aliens,18,Aliens,False,97,Alison Clay,1,57
517,Marauders vs We Like Puppies,17,We Like Puppies,False,36,John Cruz,0,57
37,Sons Of Chuck Norris vs 3 Left Feet,3,Sons Of Chuck Norris,True,202,Brandon Perez,0,84
1019,The Strongest Football Club vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,38,Lauren Lopez,0,75
23,Formerly In Shape Stars vs Sons Of Chuck Norris,3,Sons Of Chuck Norris,False,162,Aaron Figueroa,0,64
510,Marauders vs The Strongest Football Club,10,The Strongest Football Club,False,89,Elizabeth Reeves,0,46
916,Easily Nauseous vs Fat Married People,16,Fat Married People,False,195,Charles Wilson,0,55
411,Benchwarmers vs Meanies,11,Meanies,False,90,Kristen Costa MD,2,66
420,Benchwarmers vs Two Left Feet,4,Benchwarmers,True,83,Michael Palmer,0,87
68,Miscellaneous vs 11 Men In Flight,6,Miscellaneous,True,85,Kathleen Rodriguez,0,55
1215,Killer Giants vs Kicking You,15,Kicking You,False,154,Gloria Allison,0,47
210,Formerly In Shape Stars vs The Strongest Football Club,10,The Strongest Football Club,False,169,Ryan Jacobs,0,53
1217,Killer Giants vs We Like Puppies,12,Killer Giants,True,131,Aaron Reyes,0,60
1415,Cape Coast Mysterious Dwarves vs Kicking You,15,Kicking You,False,74,Todd Robinson,1,62
1420,Cape Coast Mysterious Dwarves vs Two Left Feet,20,Two Left Feet,False,19,Joanna Perry,0,68
316,Sons Of Chuck Norris vs Fat Married People,16,Fat Married People,False,175,Derek Hopkins,0,55
1314,Lost vs Cape Coast Mysterious Dwarves,13,Lost,True,92,Hunter Howell,0,73
1317,Lost vs We Like Puppies,13,Lost,True,12,Jill Graham DVM,2,45
18,"Look Ma, No Hands vs 11 Men In Flight",8,11 Men In Flight,False,27,Benjamin Cuevas,0,54
1518,Kicking You vs Aliens,15,Kicking You,True,94,Juan Reynolds,1,89
1319,Lost vs Nagoya Grampus Eight,13,Lost,True,12,Jill Graham DVM,1,49
720,3 Left Feet vs Two Left Feet,7,3 Left Feet,True,86,Sara Day,0,73
1518,Kicking You vs Aliens,15,Kicking You,True,154,Gloria Allison,0,75
717,3 Left Feet vs We Like Puppies,17,We Like Puppies,False,36,John Cruz,1,83
1216,Killer Giants vs Fat Married People,16,Fat Married People,False,155,Mr. Alexis Murray,1,75
1213,Killer Giants vs Lost,13,Lost,False,72,Dr. Robert Harper,0,58
1620,Fat Married People vs Two Left Feet,20,Two Left Feet,False,119,Jennifer Bradford,0,79
118,"Look Ma, No Hands vs Aliens",1,"Look Ma, No Hands",True,180,Laura Colon,0,48
817,11 Men In Flight vs We Like Puppies,17,We Like Puppies,False,56,Jonathan Salazar,0,90
513,Marauders vs Lost,5,Marauders,True,164,Jane Dixon,3,50
613,Miscellaneous vs Lost,13,Lost,False,152,Michael Wise,2,74
815,11 Men In Flight vs Kicking You,15,Kicking You,False,194,Michael Hopkins,0,58
319,Sons Of Chuck Norris vs Nagoya Grampus Eight,19,Nagoya Grampus Eight,False,18,Cindy May,0,71
517,Marauders vs We Like Puppies,5,Marauders,True,144,Michael Blevins,1,57
37,Sons Of Chuck Norris vs 3 Left Feet,3,Sons Of Chuck Norris,True,82,Kevin Jackson DDS,0,54
616,Miscellaneous vs Fat Married People,6,Miscellaneous,True,25,Heather Mills,0,67
1013,The Strongest Football Club vs Lost,10,The Strongest Football Club,True,149,Angela Hernandez,0,84
116,"Look Ma, No Hands vs Fat Married People",16,Fat Married People,False,175,Derek Hopkins,0,78
816,11 Men In Flight vs Fat Married People,16,Fat Married People,False,155,Mr. Alexis Murray,0,47
119,"Look Ma, No Hands vs Nagoya Grampus Eight",19,Nagoya Grampus Eight,False,218,Christopher Barnes,1,86
59,Marauders vs Easily Nauseous,9,Easily Nauseous,False,28,Robert Ho,0,62
213,Formerly In Shape Stars vs Lost,2,Formerly In Shape Stars,True,141,Andrew Bailey,1,61
416,Benchwarmers vs Fat Married People,4,Benchwarmers,True,3,Tony Martin,1,48
320,Sons Of Chuck Norris vs Two Left Feet,3,Sons Of Chuck Norris,True,2,Denise Williamson,0,48
518,Marauders vs Aliens,5,Marauders,True,144,Michael Blevins,0,73
715,3 Left Feet vs Kicking You,7,3 Left Feet,True,86,Sara Day,0,45
912,Easily Nauseous vs Killer Giants,12,Killer Giants,False,51,Tammy Evans,0,55
1115,Meanies vs Kicking You,11,Meanies,True,210,Matthew Jones,1,76
1516,Kicking You vs Fat Married People,15,Kicking You,True,54,Randall Perkins,0,65
810,11 Men In Flight vs The Strongest Football Club,10,The Strongest Football Club,False,189,Brianna Hopkins,2,60
313,Sons Of Chuck Norris vs Lost,3,Sons Of Chuck Norris,True,142,Kurt May,0,55
1016,The Strongest Football Club vs Fat Married People,10,The Strongest Football Club,True,49,Theresa Black,3,89
210,Formerly In Shape Stars vs The Strongest Football Club,2,Formerly In Shape Stars,True,21,Mariah Mccullough,0,58
616,Miscellaneous vs Fat Married People,6,Miscellaneous,True,45,Samuel Turner,0,87
19,"Look Ma, No Hands vs Easily Nauseous",1,"Look Ma, No Hands",True,140,Taylor Jones,1,76
16,"Look Ma, No Hands vs Miscellaneous",1,"Look Ma, No Hands",True,40,James Mcpherson,0,63
218,Formerly In Shape Stars vs Aliens,2,Formerly In Shape Stars,True,1,Dr. Haley Murphy,0,74
1015,The Strongest Football Club vs Kicking You,15,Kicking You,False,94,Juan Reynolds,0,75
1012,The Strongest Football Club vs Killer Giants,10,The Strongest Football Club,True,209,David Yates,1,72
1318,Lost vs Aliens,18,Aliens,False,17,Nicholas Richardson,0,55
618,Miscellaneous vs Aliens,18,Aliens,False,217,Kathy Lucas,0,46
912,Easily Nauseous vs Killer Giants,12,Killer Giants,False,191,Blake Garcia,3,76
113,"Look Ma, No Hands vs Lost",13,Lost,False,32,Kathleen Cohen,1,82
46,Benchwarmers vs Miscellaneous,6,Miscellaneous,False,85,Kathleen Rodriguez,1,57
815,11 Men In Flight vs Kicking You,8,11 Men In Flight,True,67,Tina Holder,1,79
914,Easily Nauseous vs Cape Coast Mysterious Dwarves,9,Easily Nauseous,True,48,Kari Schmitt,0,69
1011,The Strongest Football Club vs Meanies,11,Meanies,False,50,David Anderson,0,67
28,Formerly In Shape Stars vs 11 Men In Flight,8,11 Men In Flight,False,127,Chad Ferguson,0,61
818,11 Men In Flight vs Aliens,18,Aliens,False,157,Sylvia Barnett,0,76
1315,Lost vs Kicking You,15,Kicking You,False,94,Juan Reynolds,0,54
117,"Look Ma, No Hands vs We Like Puppies",17,We Like Puppies,False,116,Andrew Gonzales,0,86
218,Formerly In Shape Stars vs Aliens,2,Formerly In Shape Stars,True,81,Alicia Rich DDS,1,59
712,3 Left Feet vs Killer Giants,12,Killer Giants,False,51,Tammy Evans,0,72
510,Marauders vs The Strongest Football Club,5,Marauders,True,164,Jane Dixon,0,48
57,Marauders vs 3 Left Feet,7,3 Left Feet,False,6,Nichole Goodwin,1,90
511,Marauders vs Meanies,5,Marauders,True,184,Bruce Li,1,50
1213,Killer Giants vs Lost,13,Lost,False,212,James Lee,1,77
313,Sons Of Chuck Norris vs Lost,3,Sons Of Chuck Norris,True,122,Ivan Peterson,0,67
